Date/Time,07_03_19,11:24,
Operator,Felix Weihs,,
Consignment Number,,,
Sample Type,Other,,
Protocol,Sample,,
Temperature,28.0,,
Results,,,
Time,Green,Blue,Ratio
313.00,11491.00,16923.00, 0.68
313.50,11284.00,16648.00, 0.68
314.00,11587.00,16651.00, 0.70
314.50,11671.00,16702.00, 0.70
315.00,11579.00,16569.00, 0.70
315.50,11567.00,16634.00, 0.70
316.00,11507.00,16918.00, 0.68
316.50,11609.00,16974.00, 0.68
317.00,11679.00,16866.00, 0.69
317.50,11753.00,16804.00, 0.70
318.00,11718.00,16963.00, 0.69
318.50,11737.00,16953.00, 0.69
319.00,11833.00,17106.00, 0.69
319.50,11693.00,17088.00, 0.68
320.00,11793.00,16997.00, 0.69
320.50,11798.00,16849.00, 0.70
321.00,11696.00,16709.00, 0.70
321.50,11661.00,16955.00, 0.69
322.00,11646.00,16987.00, 0.69
322.50,11606.00,16975.00, 0.68
323.00,11749.00,16972.00, 0.69
323.50,11796.00,16949.00, 0.70
324.00,11894.00,17183.00, 0.69
324.50,11754.00,16858.00, 0.70
325.00,11853.00,17074.00, 0.69
325.50,11900.00,17392.00, 0.68
326.00,11606.00,17216.00, 0.67
326.50,11653.00,17096.00, 0.68
327.00,11582.00,16962.00, 0.68
327.50,11958.00,17109.00, 0.70
328.00,11956.00,17049.00, 0.70
328.50,11883.00,17383.00, 0.68
329.00,11760.00,17252.00, 0.68
329.50,11849.00,17467.00, 0.68
330.00,11969.00,17300.00, 0.69
330.50,11694.00,17366.00, 0.67
331.00,11850.00,17143.00, 0.69
331.50,11812.00,17327.00, 0.68
332.00,11871.00,17241.00, 0.69
332.50,11848.00,17038.00, 0.70
333.00,11868.00,17320.00, 0.69
333.50,11888.00,17537.00, 0.68
334.00,11804.00,17643.00, 0.67
334.50,11695.00,17324.00, 0.68
335.00,11697.00,17477.00, 0.67
335.50,12132.00,17469.00, 0.69
336.00,12115.00,17396.00, 0.70
336.50,11794.00,17384.00, 0.68
337.00,11947.00,17486.00, 0.68
337.50,12050.00,17427.00, 0.69
338.00,11799.00,17354.00, 0.68
338.50,11867.00,17318.00, 0.69
339.00,11993.00,17553.00, 0.68
339.50,11911.00,17476.00, 0.68
340.00,11968.00,17303.00, 0.69
340.50,12076.00,17571.00, 0.69
341.00,11995.00,17461.00, 0.69
341.50,11958.00,17428.00, 0.69
342.00,12180.00,17441.00, 0.70
342.50,12078.00,17909.00, 0.67
343.00,11908.00,17692.00, 0.67
343.50,11933.00,17539.00, 0.68
344.00,11995.00,17543.00, 0.68
344.50,11988.00,17588.00, 0.68
345.00,11888.00,17589.00, 0.68
345.50,12160.00,17545.00, 0.69
346.00,12093.00,17574.00, 0.69
346.50,12048.00,17718.00, 0.68
347.00,12197.00,17831.00, 0.68
347.50,12105.00,17785.00, 0.68
348.00,12142.00,17520.00, 0.69
348.50,12088.00,17702.00, 0.68
349.00,12055.00,17769.00, 0.68
349.50,12235.00,17698.00, 0.69
350.00,12428.00,17605.00, 0.71
350.50,12257.00,17930.00, 0.68
351.00,12267.00,17869.00, 0.69
351.50,12126.00,17959.00, 0.68
352.00,12168.00,17829.00, 0.68
352.50,12434.00,17812.00, 0.70
353.00,12299.00,17857.00, 0.69
353.50,12369.00,17699.00, 0.70
354.00,12324.00,17797.00, 0.69
354.50,12240.00,17885.00, 0.68
355.00,12311.00,17646.00, 0.70
355.50,12173.00,17938.00, 0.68
356.00,12546.00,17982.00, 0.70
356.50,12300.00,18028.00, 0.68
357.00,12236.00,18060.00, 0.68
357.50,12221.00,17870.00, 0.68
358.00,12180.00,17887.00, 0.68
358.50,12124.00,18093.00, 0.67
359.00,12394.00,18023.00, 0.69
359.50,12413.00,17970.00, 0.69
360.00,12266.00,18014.00, 0.68
360.50,12356.00,17977.00, 0.69
361.00,12322.00,18256.00, 0.67
361.50,12387.00,18140.00, 0.68
362.00,12651.00,18080.00, 0.70
362.50,12296.00,17990.00, 0.68
363.00,12562.00,18260.00, 0.69
363.50,12300.00,18003.00, 0.68
364.00,12455.00,18307.00, 0.68
364.50,12348.00,18037.00, 0.68
365.00,12681.00,18173.00, 0.70
365.50,12548.00,18267.00, 0.69
366.00,12462.00,18051.00, 0.69
366.50,12327.00,18110.00, 0.68
367.00,12216.00,17773.00, 0.69
367.50,12332.00,18414.00, 0.67
368.00,12342.00,18310.00, 0.67
368.50,12643.00,18351.00, 0.69
369.00,12329.00,18240.00, 0.68
369.50,12387.00,18065.00, 0.69
370.00,12584.00,18199.00, 0.69
370.50,12419.00,18217.00, 0.68
371.00,12466.00,18262.00, 0.68
371.50,12515.00,18113.00, 0.69
372.00,12454.00,18314.00, 0.68
372.50,12560.00,18197.00, 0.69
373.00,12541.00,18071.00, 0.69
373.50,12509.00,18410.00, 0.68
374.00,12587.00,18159.00, 0.69
374.50,12491.00,18436.00, 0.68
